idx,query,answer,tier,escalated,router_probability,latency_sec
169,faculty department o programgulo ki shob student er jonno apply kore naki specific group er jonno?,"RepresentationTitle of the paper:“The Representation of Refugees in Bangladeshi Literature”Date:October 27-28, 2018.Place:East West University.13. Name of the Conference:Contemporary Issues in English StudiesTitle of the paper:“Ecocriticism in English Literature: An Interdisciplinary Study”Date:August 24-25, 2018.Place:East West University.14. Name of the Conference:Reconceptualizing Bangla in Global ScenarioTitle of the paper:“Reconceptualizing Bangla: Bangla in Global",slm,False,0.438220401578441,1.3828277587890625e-05
170,"ব্যাচেলর অব ফার্মেসি (বি ফার্ম) প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?","বৃত্তি হলো মার্কেটিং এবং প্রক্টরিশিপ ফি সম্পূর্ণ ফ্রি, এবং শিক্ষার্থীদের দ্বিতীয় বছর থেকে পরে স্কলারশিপ প্রদান করা হয়। তাদের প্রথম বছরে তাদের মোট আয়ের ৩০% প্রক্টরিশিপ ফি হিসেবে ফি নেওয",llm,True,0.560227670766012,22.572898387908936
171,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki BSS in Sociology e apply korte parbo?,"Na, ekta BSS in Sociology applicant der minimum 4 subjects der jonno required 3 B ar 3 C er average thakte hobe. Amar overall result minimum requirement meet korleo tader ekta subject er result also pass dite hobe. Gulo B ar C ke B average thakte hobe. Thik 75% er niche pore B ba C er result hote hole B average thakte hobe. Tader ekta subject er result also pass dene hole B average thakte hobe. Sothik 4 ta subject e 75% er niche pore B ba C",slm,False,0.493618097628193,1.3828277587890625e-05
172,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki MA in Teaching English to Speakers of Other Languages TESOL e apply korte parbo?,".ENG 591:Widdowson, H.K., (1992),Teaching Language in Context, Oxford University Press, Oxford.ENG 593:Brown, R., (1987),Language in Social Interaction, Cambridge University Press, Cambridge.ENG 595:Ellis, R. (1991),Second Language Acquisition, OUP, New York.ENG 596:Ellis, R. (1994),Teaching English as a Second Language, Prentice Hall, Englewood Cliffs.ENG 597",slm,False,0.4476737910063262,1.0728836059570312e-05
173,I cannot find a required course during registration for B.Sc. in Genetic Engineering and Biotechnology (GEB); what should I do and whom should I contact?,"and his interest in applying advanced techniques to address real-world challenges. His thesis was conducted under the guidance ofDr. Md. Shahadat Hossain, an esteemed academic in the Department of Genetic Engineering and Biotechnology at the University of Dhaka, and Dr. Md. Mehedi Hassan, an eminent microbiologist at the Department of Microbiology, University of Rajshahi.Both mentors have extensive research experience and are well-regarded in their respective fields. Adib’s academic journey has been enriched by multiple publications in peer-reviewed journals, covering topics such as bacterial isolation, metagenomic analysis, and proteomic profiling. These publications",slm,False,0.4645490473129474,9.5367431640625e-06
174,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki MSc in Artificial Intelligence and Machine Learning e apply korte parbo?,"Approach Based on CNN and LSTM Neural Networks."" In2024 27th International Conference on Computer and Information Technology (ICCIT), pp. 2647-2652. IEEE, 2024,https://doi.org/10.1109/ICCIT64611.2024.11021988.Sultana, Sayma, Mohammad Rifat Ahmmed Rashid,Raihan Ul Islam,M. Saddam Hossain Khan, and Rashedul Amin Tuhin. ""An Efficient Machine Learning Algorithm",slm,False,0.479203308027875,1.049041748046875e-05
175,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি ক্লিনিক্যাল ফার্মেসি অ্যান্ড মলিকিউলার ফার্মাকোলজিতে এম ফার্ম প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, আবেদনকারীর ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলেও এম ফার্ম প্রোগ্রামে আবেদন করতে পারবেন।",llm,True,0.5977441568398558,11.021220445632935
176,আমার মোট ফল ন্যূনতম শর্ত পূরণ করলেও প্রয়োজনীয় কোনো একটি বিষয়ের ফল কম হলে কি সিভিল ইঞ্জিনিয়ারিংয়ে বিএসসি প্রোগ্রামে আবেদন করতে পারব?,"না, প্রয়োজনীয় বিষয়ের ফল কম হলে অন্য কোনো বিষয়ে ফল অবশ্যই ন্যূনতম সময়ের মানের সম্ভাব্য হতে পারে। অবশ্যই এই বিষয়ে",slm,False,0.4928950428609374,1.1920928955078125e-05
177,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki BSc in Computer Science and Engineering CSE e apply korte parbo?,". Hakala and E. Hakala, ""ICN CoAP Extension for IoT: Enabling CoAP over ICN,"" 2017 IEEE 10th International Conference on Wireless Communications, Signal Processing and Applications (WCSPA), Thessaloniki, Greece, 2017, pp. 1-6, doi: 10.1109/WCSPA.2017.8052976.[1] Islam, H.M.A., Lagutin, D., Ylä-Jääski, A., Fotiou, N. and Gurt",slm,False,0.4209549386350065,1.0728836059570312e-05
178,wifi computer lab o printing ki shob student er jonno apply kore naki specific group er jonno?,"1–8. [IF: 0.45].M. M. Islam, J. Kamruzzaman, G. Karmakar, M. Murshed, and G. Kahandawa, “Detection of image forgery using local binary pattern,” in International Conference on Computer and Information Technology. IEEE, 2017, pp. 1–6. [IF: 0.7].M. M. Islam, J. Kamruzzaman, G. Karmakar, M. Murshed, and G. Kahandawa, “Local binary pattern based image forgery detection,” in International Conference on Computer and Information Technology. IEEE, 2017, pp. 1–6. [IF: 0.7].M. M. Islam, J. Kamruzzaman, G. Karmakar, M. Murshed, and G. Kahandawa, “Image forgery detection",llm,True,0.5144694395622362,24.147261142730713
179,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki Bachelor of Business Administration BBA e apply korte parbo?,"Na, BBA er jonno sathe 123 credits lagbe, ar program tir minimum requirement O Level e 5 ta subject ba A Level e 2 ta subject e pawa jete hobe, sathe 130 credits hoye jabe. 33 credits last year scholarship onumote kono subject er result ke kom hole na hoy. Shposhtobhabe 4 ta B (GPA 4.0) ar 3 ta C (GPA 3.5) lagbe. Tader minimum GPA 3.65 rakha hoyeche. Sh",slm,False,0.4589684590004915,1.1444091796875e-05
180,"টিচিং ইংলিশ টু স্পিকার্স অব আদার ল্যাঙ্গুয়েজেসে এমএ (টেসল) প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?",প্রোগ্রামটির জন্য বৃত্তির জন্য একজন শিক্ষার্থীকে স্নাতক ভর্তির পরেই তাদের স্বয়ংক্রিয় স্বীকৃতি হিসেবে তাদের স্বয়ংক্রিয় স্বীকৃতি প্রদান করা হয়। তাদের পরবর্তী সেমিস্টারের জন্য তাদের স,llm,True,0.5460796394608908,23.80822491645813
181,BSc in Electrical and Electronic Engineering EEE student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,"'. I am also interested in working on other projects in the field ofElectronics & Communication Engineering(EECE),Electrical Engineering(EEE),andrelated fields. My research interests include:Sensors &Actuators,Sensors &Actuators,Microelectromechanical systems(MEMS),Semiconductor devices,Electromagnetic devices,Wireless communication,Internet of Things(IoT),Power electronics,Electronic devices and circuits,Semiconductors,Sensors &Actuators,Sensors &Actuators,MEMS,Optoelectronics,Electrical engineering,Power electronics,Micro/nano electromechanical systems (MEMS",slm,False,0.4793139837358934,1.33514404296875e-05
182,I cannot find a required course during registration for BSS in Information Studies; what should I do and whom should I contact?,"of planned behavior-TOPB (attitude toward vaccination, subjective norms, and perceived behavioral control), and the combined model of HBM and TOPB-CHBM. A total of 1497 adult Bangladeshi respondents were recruited through Google forms and face-to-face interviews from eight administrative divisions of Bangladesh between 1–7 February 2021. Descriptive statistics and multivariate logistic regression analyses were performed to examine the associations between the psychological determinants and COVID-19 vaccine hesitancy. Results indicated that perceived susceptibility to and severity of COVID-19, attitude toward vaccination, subjective norms, and",slm,False,0.4642755567634164,1.0013580322265625e-05
183,"Can I apply to Master of Population, Reproductive Health, Gender and Development (MPRHGD) if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?","programs to address the issue of stigma and discrimination against transgender people. However, the effectiveness of these initiatives remains unclear. This study aims to assess the impact of these policies and programs on reducing stigma and improving the social status of transgender people in Bangladesh. We conducted a mixed-methods study, collecting quantitative data from a sample of 1,000 transgender individuals and qualitative data from in-depth interviews with 30 key informants. Our findings suggest that while some progress has been made, stigma and discrimination remain pervasive, and the social status of transgender people continues to be low. The study highlights the need for more comprehensive and targeted policies and programs to address the root causes of stigma and discrimination against transgender people in Bangladesh.",llm,True,0.554862825610867,18.409767389297485
184,"সিভিল ইঞ্জিনিয়ারিংয়ে বিএসসি প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?",বৃত্তি হলো স্কলারশিপ বা স্কলারশিপ সহ অনুমোদিত স্কলারশিপ বা স্কলারশিপ সহ স্কলারশিপ বা স্কলারশিপ সহ স্কলারশিপ বা স্কলারশিপ সহ স্কলারশিপ বা স্কলারশিপ সহ স্কলারশিপ বা স্কলারশিপ সহ স্কলারশিপ বা স্কলারশ,llm,True,0.6181031564552261,22.656558513641357
185,ইনফরমেশন স্টাডিজে বিএসএস প্রোগ্রামের প্রয়োজনীয় কোনো কোর্স নিবন্ধনের সময় না পেলে কী করব এবং কার সঙ্গে যোগাযোগ করব?,প্রথম সেমিস্টারের প্রথম দিনেই তাদের অফিসিয়ালি তাদের ক্লাসে নিয়ে যাওয়ার জন্য স্টাফ সদস্যদের সাথে যোগাযোগ করতে হবে।,llm,True,0.5910249776780997,14.578314304351807
186,"মাস্টার ইন ডেভেলপমেন্ট স্টাডিজ (এমডিএস) প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?",শর্তটি হলো 'At least 20 students must be admitted to the program'.,llm,True,0.5846057802460853,4.679009675979614
187,ekjon student add drop o withdrawal kibhabe use follow ba handle korbe?,Student ra official document er shposhtobhabe listed rules ebong guidelines follow korte hobe.,llm,True,0.518597179982749,3.8376452922821045
188,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি সাইবার সিকিউরিটিতে এমএসসি প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, আপনি সাইবার সিকিউরিটি প্রোগ্রামে আবেদন করতে পারবেন, কারণ এমন শর্তগুলো নেই য�নি আপনি আপনার ব্যাচেলর ডিগ্রি কোন বিষয়ে হয়েছে।",llm,True,0.5868680513949028,16.26041841506958
189,psychological counseling ki shob student er jonno apply kore naki specific group er jonno?,"educational approach, which builds upon the principles of suggestopedia by incorporating contemporary psychological insights and pedagogical techniques, can effectively support and enhance the second language (L2) acquisition process for this specific learner demographic. Through a combination of qualitative and quantitative methodologies, the research aims to evaluate the effectiveness of the Post-Suggestopedic Method in creating a supportive learning environment that not only facilitates language learning but also addresses the unique needs of trauma-affected individuals, thereby contributing to the field of language education and trauma recovery. Available from:https://www.researchgate.net/publication/378262986_The_C",slm,False,0.3853572245349276,1.2636184692382812e-05
190,ক্লিনিক্যাল ফার্মেসি অ্যান্ড মলিকিউলার ফার্মাকোলজিতে এম ফার্ম প্রোগ্রামের প্রয়োজনীয় কোর্স বা সুবিধাজনক ক্লাস সময় না পেলে কী করব?,প্রতিটি ক্লাস বা সুবিধার জন্য নির্দিষ্ট প্রিরিকুইজিট প্রয়োজন।,llm,True,0.6375154990103281,8.371979236602783
191,ব্যাচেলর অব বিজনেস অ্যাডমিনিস্ট্রেশন (বিবিএ) প্রোগ্রামের প্রয়োজনীয় কোনো কোর্স নিবন্ধনের সময় না পেলে কী করব এবং কার সঙ্গে যোগাযোগ করব?,"প্রথম সেমিস্টারের প্রথম দিনেই তাদের স্বতন্ত্রভাবে কোর্স নিবন্ধন করতে হবে, এবং তাদের স্কিমার সাথে যোগাযোগ করতে হবে।",llm,True,0.623463648519069,14.062340259552002
192,"How do scholarship, advising, course registration, retakes, and internships work for a student in BSS in Information Studies?","Students must apply online at www.ewubd.edu for scholarship, visit the Advising portal for class schedules, use the Student Portal to register for classes, view the schedule of classes at www.ewubd.edu, and contact the proctor or registrar for retake procedures. Internship details are available at the website under the Employment section. Students must register at https://portal.ewubd.edu/ for access to the Student Portal. Admissions and scholarship inquiries can be directed to admissions@ewubd.edu. For more information, visit www.ewubd.edu or call 09666775",slm,False,0.4688633346207896,1.2636184692382812e-05
193,"একজন শিক্ষার্থী প্রবেশগম্যতা ও একাডেমিক সুবিধা কীভাবে ব্যবহার করবে, অনুসরণ করবে বা সামলাবে?",". Madhava Menon Global Jural Conclave SAARCLaw Mooting Competition in2023;⟶ National Moot Court Competition (NMCC) in2025; and⟶ Intra-Department Moot Court Competition (IDMC) in22 & 23;Adjudicatorin:⟶ 1st Virtual Intra-Department Moot Court Competition 2020 organized by DUMCS; and⟶ Dhaka University Debating Club Season 2021–2022;Advisory Board Member, Bangladesh Debating Council; andAdvisory Panel Member",slm,False,0.4325687744052713,9.298324584960938e-06
194,"How do scholarship, advising, course registration, retakes, and internships work for a student in BSS in Economics?","Scholarship and financial aid are handled by the EWU Admission Office; students must register for courses at the Advising Desk after orientation. Credits can be retaken if necessary, and students must complete an internship as per the department rules.",llm,True,0.5107384532041621,7.353432893753052
195,What should I do if I have a problem with admission-test waiver and the normal process is not working?,"09, 2023Place:Jahangirnagar University, Savar, Bangladesh6.Name of the Conference:Re-Imagining the Canon: New Perspectives in Literary StudiesTitle of the paper:“Reimagining the Canon: A Study on Selected Contemporary Bangladeshi Women Writers”Date:May 27-28, 2023Place:Department of English, East West University, Dhaka-1212, Bangladesh7.Name of the Conference:Contemporary Bangla Literature in the DiasporaTitle of the paper:“Bangla Literature in the USA:",slm,False,0.4923646264807989,1.1682510375976562e-05
196,ekjon student cafeteria food o drinking water kibhabe use follow ba handle korbe?,"Club#Senior Lecturer(July 2019-June 2023), Department of Civil Engineering, United International University, Bangladesh#Lecturer(September 2018-July 2019), Department of Civil Engineering, East West University, Bangladesh#Lecturer(August 2017-August 2018), Department of Civil Engineering, United International University, Bangladesh#Research Assistant(March 2016-August 2017), Department of Civil Engineering, Islamic University of Technology (IUT), Bangladesh#Research Assistant(May 2",slm,False,0.4841466661709634,1.0728836059570312e-05
197,"ওয়াই-ফাই, কম্পিউটার ল্যাব ও প্রিন্টিং কি সব শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, নাকি শুধু নির্দিষ্ট কিছু শিক্ষার্থীর জন্য?","এই নীতিমালা সব শিক্ষার্থীদের জন্য প্রযোজ্য, এবং তাদের স্বাধীন কাজের জন্য ওয়াই-ফাই এবং কম্পিউটার ল্যাব ব্যবহার করা অনুমতি দেওয়া হয়।",llm,True,0.5657300010388007,16.84129500389099
198,BA in English student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,"Scholarship er jonno last year credit requirement 33, eta course retake ba ekta internship er opor depend kore.",llm,True,0.5464571388757767,5.11814284324646
199,"গণিতে বিএসসি অনার্স প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?","প্রোগ্রামটি শিক্ষার্থীদের জন্য স্কলারশিপ ও বৃত্তি প্রদান করে, কোর্স নিবন্ধন করার জন্য সম্পূর্ণ স্বাধীনতা দেয়, কোর্স নেওয়ার মাধ্যমে ক্রেডিট সম্পূর্ণ করতে হয়, এবং সর্বশেষে ইন্টার্নশিপ প্র",llm,True,0.953406283230006,22.86020803451538
200,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি ডেটা সায়েন্স অ্যান্ড অ্যানালিটিক্সে মাস্টার অব সায়েন্স প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, আবেদনকারীদের তাদের ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলেও এই প্রোগ্রামে আবেদন করতে পারবে।",llm,True,0.5795847536629283,11.431074619293213
201,BSc in Civil Engineering er required course registration e na pele ki korbo ebong kar sathe contact korbo?,",CSCE, Toronto, Canada. (Paper No. 13011).Talukder, M. K., Chouinard, L., and Rosset, P. (2013). On the Use of Microtremor H/V Spectra to derive Shear Wave Velocity for Soils in Montreal. The 4thInternational Conference on Recent Advances in Engineering and Applied Sciences, University of Central Lancashire, UK. (Paper No. RAES2013-004).Talukder, M. K., andChouinard, L. (2",slm,False,0.4549914464011119,1.33514404296875e-05
202,"ইংরেজিতে এমএ প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?","প্রোগ্রামটির জন্য স্নাতক সমাপ্তির আগেই একটি স্বয়ংক্রিয় বৃত্তি প্রদান করা হয়, যা স্বয়ংক্রিয় বৃত্তি এবং স্বয়ংক্রিয় পরামর্শ দ্বারা সম্পূর্ণ করা হয়। এর পর, শিক্ষার্থীরা অবশ্যই স্ব",llm,True,0.9749136033082552,22.851842164993286
203,"How does a student use, follow, or deal with academic advisors?","Students must meet with their assigned academic advisor regularly to discuss progress and receive guidance on course selection and academic development. Advisors play a crucial role in helping students navigate their academic journey and provide professional guidance. Adherence to advisor guidelines is mandatory for student success. Students must meet with their advisor every semester to maintain good academic standing. Failure to do so may result in academic probation or dismissal. Advisors serve as mentors and experts in navigating the academic landscape, offering insights and strategies essential for career advancement. Adherence to these guidelines ensures students stay connected to the academic community and receive timely support. Advisors are available to answer questions, provide resources, and",slm,False,0.3937038958878594,1.1444091796875e-05
204,BSc in Information and Communications Engineering ICE er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"Haa, eta shposhtobhabe 'None' hishebe talikabhukto kora hoyeche.",llm,True,0.5873153190546687,3.7842373847961426
205,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki Master of Science in Computer Science and Engineering MS in CSE e apply korte parbo?,"Haa, MS in CSE e apply korar jonno CGPA 3.85 ba tar niche thakte hobe. Prithok B.Sc. in CSE duitate 140 credits ney ar MS in CSE er jonno 33 credits lagbe. Shob dui shota GPA niche CGPA ar medha lalon CGPA ke dite hobe. Dui shota GPA niche CGPA r jonno medha lalon CGPA ar dui shota CGPA niche CGPA r jonno 3.85 ba tar niche hote hobe.",slm,False,0.4650132583963212,1.4543533325195312e-05
206,"সমাজবিজ্ঞানে বিএসএস প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?","শিক্ষার্থীরা তাদের অনলাইন পরামর্শ সেশনে তাদের কোর্স নিবন্ধন করে, যা স্বয়ংক্রিয় হয়। তারা তাদের পরীক্ষার জন্য স্বয়ংক্রিয় সিডিউল পেয়ে থাকে। তারা তাদের পরীক্ষার ফলে বৃত্তি অর্জন করতে পা�",llm,True,0.5964252038041099,22.558876991271973
207,"How do scholarship, advising, course registration, retakes, and internships work for a student in BSS in Population and Public Health Sciences (PPHS)?","Bangladeshi adult population. Conclusions:Our results suggest that the theory of planned behavior can explain a larger proportion of variance in the Bangladeshi adults’ COVID-19 vaccine hesitancy than the HBM and the 5C antecedents. Therefore, health professionals and public health officials should focus their efforts on shaping the attitude and perceived behavioral control of the Bangladeshi adults toward the COVID-19 vaccination. They should encourage them to accept the vaccine by highlighting the benefits of vaccination and reducing barriers to acceptance, such as fear of side effects and inconvenience. Additionally, they should address any misinformation or miscon",slm,False,0.4476270584420432,1.239776611328125e-05
208,"How do scholarship, advising, course registration, retakes, and internships work for a student in B.Sc. in Genetic Engineering and Biotechnology (GEB)?",". H., Dwiyanto, J., Huët, M. A. L., Su, T. T., Reidpath, D., Rahman, S., Lee, S. M., Chong, C. W., & Tan, J. B. L, Comparative genomic analysis ofStreptococcus agalactiaeisolated from bovine mastitis and human infections.Revista Brasileira de Medicina Veterinária, 33(2), 202 (2021).Hussain, M. H., Dwiyanto, J., Muzahid, N. H., Huët, M. A. L., Su, T. T., Reidpath, D., Ayub, Q., Rahman, S., Lee, S. M., Song, B. K., Chong, C. W., & Tan, J. B. L, Characterization ofAcinetobacter baumanniiisol",llm,True,0.5398345521169499,24.2229220867157
209,attendance requirement niye problem hole ar normal process kaj na korle ki korbo?,"Haa, shikkharthi der dui semester er age poriborte kono nirdishto course e noitik o nirapotta kora hole shikkhok ba shikkhok der sathe shahajjot kora jete pare, ebong shomoy shikkharthi der jonno shikkharthi der dui ti semester er age poriborte shikkhok der sathe shahajjot kora jete pare.",llm,True,0.5593764385827924,12.723354816436768
210,Bachelor of Business Administration BBA student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,Bachelor of Business Administration BBA student der jonno scholarship er jonno advising course registration retake ebong internship mandatory.,llm,True,0.5513100976640987,4.585848093032837
211,Master of Science in Computer Science and Engineering MS in CSE e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,"of Accreditation for Engineering and Technical Programs (BAETP), Institute of Engineers, Bangladesh (IEB); (ii) Member of the International Team for the Assessment of Engineering Programs (IAEP), International Association of Engineering Education (IAENG); (iii) Member of the National Accreditation Team (NAT) of BAETP; and (iv) Member of the Evaluation Team for the Assessment of Computer Science and Engineering Program (ACEP), Engineering Council, UK. He has served as a member of the Evaluation Team for undergraduate program accreditation at several universities in Bangladesh and Malaysia. In addition, he has been a member of the National",slm,False,0.4207453900162584,1.1444091796875e-05
212,BSS in Population and Public Health Sciences PPHS student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,Scholarship er jonno re-scheduling ar internship proyojoniyota hobe.,llm,True,0.5322382029433097,3.0237746238708496
213,আমার মোট ফল ন্যূনতম শর্ত পূরণ করলেও প্রয়োজনীয় কোনো একটি বিষয়ের ফল কম হলে কি গণিতে বিএসসি অনার্স প্রোগ্রামে আবেদন করতে পারব?,"না, আবেদনকারীদের তাদের সমস্ত ফল ন্যূনতম শর্ত পূরণ করতে হবে; কোনো বিষয়ের ফল কম হলে বিএসসি অনার্স প্রোগ্রামে আবেদন করা সম্ভব নেই।",llm,True,0.5290076145964808,15.88823652267456
214,ekjon student installment option kibhabe use follow ba handle korbe?,Student ra 'Installment Payment' tab er bhitore 'Apply' button press kore payment handle korte hobe.,llm,True,0.5072436443295016,4.560797214508057
215,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki MSS in Sociology and Social Policy MSSP e apply korte parbo?,".93.01]Hossain, M., Hossain, M. andHussain, R. (2018). Changing patterns of child marriage in Bangladesh: A case study in Dhaka city. Journal of Social Science and Business, 9 (1), PP. 25-40. [DOI: 10.1016/S2224-2716(18)30004-X]Hossain, M.,Hossain, M.andHussain, R.(2018). Impact of Family Background",slm,False,0.4479022731830834,1.1205673217773438e-05
216,"How do scholarship, advising, course registration, retakes, and internships work for a student in B.Sc. (Hons.) in Mathematics?",Scholarship and financial aid are handled by the EWU Admission Office; students must register for courses with their assigned counselor; retakes require permission from the EWU Admission Office; and internships are managed by the EWU Career Counseling Center[cite: 10].,llm,True,0.5431986370035818,7.735287427902222
217,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki Master of Science in Data Science and Analytics e apply korte parbo?,"Na, Master of Science in Data Science and Analytics e apply korar jonno, undergraduate CGPA 3.50 ba tar beshi hote hobe. Ei program er admission test er jonno nothivukto date royeche. Tader Bachelor degree er ekta other major dbara apply kora jay na. Shposhtobhabe, shegulo bishbobidyaloyer shodoshsho kore non-DSE graduate ra apply kora jay. Shikkharthider CGPA 3.50 ba tar beshi thakte hobe.",slm,False,0.4283547472856626,1.1682510375976562e-05
218,"Does faculties, departments, and programs apply to all students, or only to certain groups?","It applies to all students, faculty, researchers, and staff members. It covers all academic submissions and ensures accessible learning and working environments. The scope explicitly states 'all University community members'. Faculty, departments, and programs are covered under the scope and application section, meaning they are included in the document's scope. Therefore, it applies to all students. Additionally, it mentions ensuring 'equitable access to professional development and leadership opportunities' for all students. Thus, the principles and guidelines apply universally to all students. This is evident from the text snippets that detail the scope and application for all community members. The document explicitly covers all aspects of university",slm,False,0.4713158959056869,8.58306884765625e-06
219,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki Master of Laws LLM e apply korte parbo?,"3rd Intra-Department Moot Court Competition 2022 organized by the Department of Law, East West University; and,Adjudicated the first ever virtual intra-department moot court competition organized by DUMCS in 2020.EDUCATIONAL QUALIFICATIONSSpecialization in International Law and Thesis on Alternative Dispute ResolutionMaster of Laws (LL.M):University of Dhaka, Bangladesh (January 2020 – December 2021)Bachelor of Laws (LL.B):University of Dhaka, Bangladesh (June 2019 – May 2020)",slm,False,0.4568838766554785,2.193450927734375e-05
220,"মাস্টার অব পপুলেশন রিপ্রোডাক্টিভ হেলথ জেন্ডার অ্যান্ড ডেভেলপমেন্ট (এমপিআরএইচজিডি) প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?","শর্তগুলো হলো: বৃত্তির জন্য স্বয়ংক্রিয় পরীক্ষা পাশ করা প্রয়োজন, স্নাতক সমাপ্তির জন্য স্বয়ংক্রিয় পরীক্ষা পাশ করা প্রয়োজন, এবং স্নাতক সমাপ্তির জন্য স্বয়ংক্রিয় পরীক্ষা পাশ করা",llm,True,0.9445880633092908,22.908467054367065
221,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in Master of Laws (LL.M.)?","Awards And Achievement includes a graduate scholarship of 50% based on undergraduate CGPA of 3.80 - 3.89 out of 4.00. For more details, refer to the scholarships_and_financial_aids.json file. For other items, refer to the ewu_faculty_complete.json and static_AllAvailablePrograms.json files respectively. There are no academic or course waivers, and graduation requirements apply to all students. Advising and supervision are available through the department. For legal education opportunities, refer to the legal_education_opportunities.json file. For employment, refer to the employment",slm,False,0.4706962109828043,1.1444091796875e-05
222,আমার মোট ফল ন্যূনতম শর্ত পূরণ করলেও প্রয়োজনীয় কোনো একটি বিষয়ের ফল কম হলে কি ইলেকট্রিক্যাল অ্যান্ড ইলেকট্রনিক ইঞ্জিনিয়ারিংয়ে বিএসসি (ইইই) প্রোগ্রামে আবেদন করতে পারব?,"না, আবেদনকারীদের তাদের সর্বোচ্চ বিভাগের মধ্যে তাদের সর্বোচ্চ স্কুলিং সম্পূর্ণভাবে সম্পন্ন করে থাকতে হবে।",llm,True,0.5088431692383428,13.0248703956604
223,I cannot find a required course during registration for Bachelor of Laws (LL.B.); what should I do and whom should I contact?,"The required course is LAW102; students should contact the proctor or the registrar if they cannot locate it. The course is listed under the 'core_courses' array in the static program file. Students may also visit the university website for detailed instructions. If they encounter any issues, they should seek assistance from the proctor or the registrar. Alternatively, they can visit the Department of Law website. For any queries, contact +8801755587224 or visit the website: https://law.ewubd.edu/. If they need help with the online portal, contact +880",slm,False,0.4391405589233459,2.193450927734375e-05
