_key,judge_score,judge_label,judge_reason,judge_raw
Fine-tuned (FT)||179||2fd0c2345d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||180||fe905b7d75,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||181||0ea5f6100d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||182||2084fac1b5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||183||95ba0c045e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||184||0c89cefef2,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||185||f55ceab118,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||186||3d1e1245e9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||187||c5f425b56b,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||188||66fd3183fb,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||189||34ce5aa177,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||190||60f094f9c4,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||191||9a42656e75,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||192||700bf9ec95,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||193||b33a31ff09,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||194||f5d2db6d64,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||195||f846a9dbc2,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||196||48dc67bc99,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||197||8b177f5a96,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||198||25a4db34c5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||199||83499454e9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||200||8ff254f5da,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||201||4bb62f79ca,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||202||c9797b7659,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||203||7c199fd18b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||204||7f091bcad2,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||205||9d757bb7dc,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||206||393b128214,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||207||f45e2e9d37,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||208||21b303b08c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||209||947647118a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||210||f7ae6b29ad,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||211||855c630f5b,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||212||e60b2cafd4,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||213||41691feba2,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||214||b8df6d40ee,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||215||f8c739daee,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||216||285acb56e7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||217||10780a94bd,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||218||26d6fd3fef,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||219||ded941fb2d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||220||31050596b6,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||221||ad3946b4e5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||222||84029fb274,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||223||2042a585a9,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||224||4e05f9411a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||225||7d673291ec,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||226||f9c69e4458,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||227||cfdbe519e5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||228||66335ab133,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||229||a18f0c1c91,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||230||dbbaaf22ed,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||231||4a598402cd,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||232||2f20e6be2f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||233||c57c5fe4a7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||234||350e651b6d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||235||f8b2ec3088,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||236||b1ef75b09b,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||237||436f4a7963,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||238||0111d026cf,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||239||42ccb78e62,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||240||b13612ae34,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||241||1b5cb33447,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||242||1871ab5a9f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||243||bec40b2378,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||244||63dbdf864c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||245||d18951f43e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||246||8a2ee35711,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||247||fd3603548c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||248||c0259ca0b7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||249||8ad5c0c4f4,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||250||c8cdf4dc1a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||251||6fde0f7173,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||252||6830cd6d55,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||253||cb857ac1ab,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||254||13a008fefe,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||255||1d3c703562,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||256||f92111b3bb,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||257||ea5d382b45,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||258||18cf6f813e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||259||2e820d1f34,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||260||187063182d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||261||be2a5cdf87,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||262||13b2d8f4ed,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||263||2b667b898e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||264||b768504835,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||265||6f62a768ca,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||266||e9323809d9,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||267||6ba12a0aa8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||268||5dba44b807,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||269||d8ad1b76e0,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||270||53199f6cea,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||271||3e5fb1703d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||272||6b849deb8c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||273||4c305e92f3,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||274||8b39c510f4,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||275||11b8f16bb8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||276||167d08e30d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||277||c7ab81cf4e,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||278||4ce8f33234,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||279||965b62b785,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||280||d0b3a7ee25,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||281||156ea9034b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||282||2a7267d03a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||283||0d8b25ca52,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||284||0a14b0563c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||285||239d508830,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||286||bec99863e9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||287||c09eb15fec,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||288||1a3bd25817,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||289||55e22aeb9c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||290||cfde5f8d80,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||291||edd326d25c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||292||f88426b143,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||293||b0c09ad34a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||294||563d9cf2d2,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||295||c6df23d757,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||296||d19a682e27,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||297||a194ffa34c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||298||59622111e1,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||299||c440969879,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||300||13567b79da,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||301||2e93b27da8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||302||272ce6d5cb,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||303||11714b8666,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||304||71bd73a0e8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||305||c8e712b1c1,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||306||81f9348664,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||307||61bf9d9582,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||308||ae58f4640d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||309||db3ed9aef1,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||310||5329d9e300,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||311||41b98e0b49,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||312||135ba990a8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||313||8dd9c365b5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||314||8d5e3bb969,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||315||5882fadf2e,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||316||6db2d25deb,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||317||a504c9bbc8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||318||157214d2bf,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||319||a6e68b04b8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||320||c314cc99fc,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||321||03f76dc56c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||322||ee68dd77d5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||323||0b9f2f5fb9,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||324||83ccc49acc,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||325||28f447fe37,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||326||2cd0c66997,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||327||13bb104c8a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||328||f447a95ba5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||329||eecec51f5f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||330||281a841807,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||331||ba223aaa0d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||332||683a857ffc,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||0||4ae697ad37,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||1||fe5353718d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||2||2bdd5f2f37,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||3||3c2c346dbd,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||4||679a27f4fd,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||5||6af5b4d57f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||6||8e0a896a0f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||7||b46a44166f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||8||6826dccab6,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||9||dac90e257a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||10||f0d0d5d032,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||11||cce3d86c5c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||12||31a4ca543f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||13||fb0fa3c5eb,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||14||77c0fd9c43,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||15||d486f546e9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||16||95e12d1162,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||17||065cbe2e3b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||18||3970c9312f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||19||b9a2883dd6,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||20||39d7241511,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||21||8dd7bda391,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||22||41586aa496,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||23||785474bd03,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||24||f37de1d7b6,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||25||0392f972c0,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||26||cd3a287315,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||27||e3ab206b82,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||28||f96258c738,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||29||02faa30eab,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||30||4b3c6df306,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||31||1b1af82061,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||32||41a68a69fe,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||33||96c7c5e8c0,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||34||a37d967096,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||35||ad80457986,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||36||0849b668e6,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||37||43d6335917,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||38||4ebd2b06ba,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||39||913effc120,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||40||c715731efe,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||41||77021048e2,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||42||4275d66610,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||43||78616867b4,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||44||2ec1683d48,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||45||029028160a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||46||8c3f7e84ce,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||47||b0b60fbe60,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||48||3887266846,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||49||222ee80d43,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||50||288ae6854e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||51||cc7461bee5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||52||4d57b96e6c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||53||4bb0e675b0,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||54||827c6d770d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||55||b89ec0a15d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||56||2fa3e87b9a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||57||ffb85296d8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||58||4e30e31b87,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||59||b6292bd6ac,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||60||485ca51926,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||61||3aa9b825f3,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||62||d7ad853dd5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||63||2eecd95599,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||64||1770a5f108,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||65||ee94e645a2,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||66||6f88a6acc8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||67||83225f770b,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||68||416781628b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||69||4ed1e7572e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||70||00e2c08c02,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||71||8a0ca59512,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||72||8fce55ef80,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||73||c3a1cc6434,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||74||c7d020b712,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||75||77a9bd3da0,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||76||df22f93901,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||77||4e18c7cc5a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||78||35045ea969,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||79||f230b92909,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||80||8f203e7a24,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||81||67e35e6344,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||82||e96de34f93,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||83||8530149079,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||84||1931195928,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||85||e18ac7a361,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||86||8ffef7b0a3,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||87||9dad13dcf6,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||88||ab4d26deb9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||89||d6a53afc1f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||90||c418e5eeb5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||91||0499d6c31e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||92||eda659cd49,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||93||cb267cab38,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||94||c8a5b18d2b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||95||9deaa5f61f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||96||b66874e8ee,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||97||6dc4516f53,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||98||436361a1a1,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||99||82d785a291,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
FT + RAG||100||af587c0720,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||101||984f926972,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||102||7f38796f86,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||103||01063a0acc,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
FT + RAG||104||99a1b884fa,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
